07:32:57	24.44 , 0.07 , 8.29 
07:33:57	24.93 , 0.07 , 8.29 
07:34:58	24.93 , 0.08 , 10.16
07:35:58	24.44 , 0.34 , 40.21
07:36:58	26.39 , 0.34 , 40.21
07:37:58	28.84 , 0.33 , 39.78 
07:38:58	30.79 , 0.33 , 39.78 
07:39:58	33.24 , 0.33 , 39.78 
07:40:58	35.19 , 0.34 , 40.21 
07:41:58	36.66 , 0.34 , 40.63 
07:42:58	38.12 , 0.33 , 39.78 
07:43:58	40.57 , 0.33 , 39.78 
07:44:58	42.03 , 0.33 , 39.34 
07:45:59	43.99 , 0.33 , 39.34 
07:46:59	43.99 , 0.33 , 39.78 
07:47:59	45.45 , 0.34 , 40.21 
07:48:59	47.41 , 0.33 , 39.78 
07:49:59	47.90 , 0.34 , 40.21 
07:50:59	48.39 , 0.33 , 39.78 
07:51:59	49.36 , 0.34 , 40.21 
07:52:59	50.34 , 0.33 , 39.34 
07:53:59	50.83 , 0.34 , 40.21 
07:54:59	52.30 , 0.33 , 39.78 
07:55:59	50.83 , 0.32 , 38.90 
07:57:00	50.83 , 0.34 , 40.21 
07:58:00	51.81 , 0.34 , 40.21 
07:59:00	51.81 , 0.34 , 40.21 
08:00:00	53.76 , 0.34 , 40.63 
08:01:00	53.27 , 0.33 , 39.78 
08:02:00	54.25 , 0.33 , 39.34 
08:03:00	54.74 , 0.34 , 40.21 
08:04:00	55.23 , 0.34 , 40.21 
08:05:00	54.74 , 0.33 , 39.78 
08:06:00	56.21 , 0.34 , 40.63 
08:07:00	56.70 , 0.32 , 38.90 
08:08:01	56.70 , 0.34 , 40.21 
08:09:01	56.70 , 0.34 , 40.21 
08:10:01	56.70 , 0.34 , 40.63 
08:11:01	58.16 , 0.33 , 39.78 
08:12:01	58.16 , 0.34 , 40.21 
08:13:01	58.16 , 0.33 , 39.78 
08:14:01	58.16 , 0.33 , 39.78 
08:15:01	58.16 , 0.33 , 39.78 
08:16:01	57.67 , 0.34 , 40.63 
08:17:01	58.65 , 0.33 , 39.78 
08:18:01	59.14 , 0.34 , 40.21 
08:19:01	58.16 , 0.34 , 40.21 
08:20:02	59.63 , 0.33 , 39.78 
08:21:02	58.65 , 0.33 , 39.78 
08:22:02	58.16 , 0.33 , 39.78 
08:23:02	59.14 , 0.33 , 39.78 
08:24:02	59.14 , 0.33 , 39.78 
08:25:02	59.14 , 0.33 , 39.78 
08:26:02	59.63 , 0.33 , 39.78
08:27:02	58.65 , 0.34 , 40.21 
08:28:02	60.12 , 0.33 , 39.78 
08:29:02	59.14 , 0.34 , 40.21 
08:30:02	58.65 , 0.33 , 39.78 
08:31:03	59.14 , 0.33 , 39.78 
08:32:03	60.12 , 0.34 , 40.21 
08:33:03	59.63 , 0.33 , 39.78 
08:34:03	60.12 , 0.33 , 39.78 
08:35:03	57.18 , 0.33 , 39.34 
08:36:03	57.18 , 0.33 , 39.78 
08:37:03	57.18 , 0.33 , 39.78 
08:38:03	57.67 , 0.33 , 39.34 
08:39:03	58.65 , 0.33 , 39.78 
08:40:03	58.16 , 0.33 , 39.78 
08:41:03	57.18 , 0.33 , 39.78 
08:42:04	57.67 , 0.33 , 39.78 
08:43:04	58.16 , 0.33 , 39.78 
08:44:04	58.16 , 0.33 , 39.78 
08:45:04	56.70 , 0.33 , 39.78 
08:46:04	56.70 , 0.33 , 39.78 
08:47:04	57.18 , 0.34 , 40.21 
08:48:04	56.70 , 0.33 , 39.78 
08:49:04	56.21 , 0.33 , 39.34 
08:50:04	55.72 , 0.33 , 39.78 
08:51:94	57.18 , 0.34 , 40.21 
08:52:04	56.21 , 0.34 , 40.21 
08:53:05	57.18 , 0.32 , 38.90 
08:54:05	57.18 , 0.33 , 39.78 
08:55:05	55.72 , 0.32 , 38.90 
08:56:05	55.72 , 0.34 , 40.21 
08:57:05	56.70 , 0.34 , 40.21 
08:58:05	55.72 , 0.34 , 40.21 
08:59:05	56.70 , 0.33 , 39.78 
09:00:05	55.72 , 0.33 , 39.34 
09:01:05	56.70 , 0.33 , 39.34 
09:02:05	56.21 , 0.33 , 39.78 
09:03:05	55.23 , 0.33 , 39.78 
09:04:05	54.74 , 0.33 , 39.78 
09:05:06	56.21 , 0.33 , 39.78 
09:06:06	54.74 , 0.33 , 39.78 
09:07:06	54.74 , 0.34 , 40.21 
09:08:06	54.74 , 0.33 , 39.78 
09:09:06	55.23 , 0.33 , 39.78 
09:10:06	54.74 , 0.33 , 39.78 
09:11:06	54.74 , 0.33 , 39.78 
09:12:06	55.23 , 0.33 , 39.34 
09:13:06	53.76 , 0.33 , 39.78 
09:14:06	55.23 , 0.34 , 40.21 
09:15:07	53.76 , 0.34 , 40.21 
09:16:07	54.74 , 0.33 , 39.78 
09:17:07	54.25 , 0.34 , 40.21 
09:18:07	54.74 , 0.33 , 39.78 
09:19:07	54.74 , 0.33 , 39.34 
09:20:07	54.74 , 0.33 , 39.34 
09:21:07	55.23 , 0.33 , 39.34 
09:22:07	56.21 , 0.33 , 39.34
09:23:07	55.72 , 0.33 , 39.34 
09:24:07	56.21 , 0.33 , 39.34 
09:25:07	54.74 , 0.32 , 38.90 
09:26:07	55.23 , 0.33 , 39.78 
09:27:08	55.72 , 0.33 , 39.78 
09:28:08	55.23 , 0.33 , 39.34 
09:29:08	55.23 , 0.33 , 39.78 
09:30:08	54.74 , 0.33 , 39.34 
09:31:08	55.23 , 0.33 , 39.34 
09:32:08	54.25 , 0.33 , 39.34 
09:33:08	55.23 , 0.33 , 39.34 
09:34:08	55.23 , 0.33 , 39.78 
09:35:08	55.23 , 0.34 , 40.21 
09:36:08	55.23 , 0.33 , 39.78 
09:37:08	55.72 , 0.34 , 40.63 
09:38:09	55.72 , 0.34 , 40.21 
09:39:09	56.21 , 0.33 , 39.78 
09:40:09	55.72 , 0.33 , 39.78 
09:41:09	55.23 , 0.33 , 39.78 
09:42:09	55.72 , 0.33 , 39.34 
09:43:09	56.70 , 0.34 , 40.21 
09:44:09	56.21 , 0.33 , 39.78 
09:45:09	56.21 , 0.34 , 40.21 
09:46:09	54.74 , 0.33 , 39.78 
09:47:09	55.23 , 0.34 , 40.21 
09:48:09	56.21 , 0.33 , 39.78 
09:49:10	55.72 , 0.33 , 39.78 
09:50:10	54.74 , 0.33 , 39.78 
09:51:10	55.72 , 0.33 , 39.34 
09:52:10	52.79 , 0.34 , 40.21 
09:53:10	56.21 , 0.34 , 40.21 
09:54:10	56.21 , 0.34 , 40.21 
09:55:10	56.21 , 0.33 , 39.78 
09:56:10	56.70 , 0.33 , 39.34 
09:57:10	56.21 , 0.33 , 39.78 
09:58:10	56.21 , 0.34 , 40.21 
09:59:10	56.21 , 0.33 , 39.34 
10:00:11	55.72 , 0.33 , 39.78 
10:01:11	55.72 , 0.34 , 40.21 
10:02:11	56.21 , 0.33 , 39.78 
10:03:11	57.67 , 0.33 , 39.78 
10:04:11	56.21 , 0.33 , 39.34 
10:05:11	56.21 , 0.34 , 40.21 
10:06:11	56.21 , 0.33 , 39.34 
10:07:11	55.23 , 0.33 , 39.34 
10:08:11	57.67 , 0.33 , 39.78 
10:09:11	55.23 , 0.33 , 39.34 
10:10:11	56.21 , 0.33 , 39.78 
10:11:11	57.18 , 0.32 , 38.90 
