Day,Hour,Temperature-motor,Current-motor,Watts,RPM
04/11/2019, 18:44:01,	57.18 ,0.25,30.48,1770
04/11/2019, 18:45:01,	57.18 ,0.26,31.04,1770
04/11/2019, 18:46:01,	56.70 ,0.25,30.48,1770
04/11/2019, 18:47:01,	56.70 ,0.26,31.04,1770
04/11/2019, 18:48:01,	56.70 ,0.26,31.04,1770
04/11/2019, 18:49:01,	57.67 ,0.26,31.04,1770
04/11/2019, 18:50:01,	57.67 ,0.25,29.91,1770
04/11/2019, 18:51:01,	57.18 ,0.25,29.91,1770
04/11/2019, 18:52:01,	57.18 ,0.25,30.48,1770
04/11/2019, 18:53:01,	57.18 ,0.25,29.91,1770
04/11/2019, 18:54:01,	56.70 ,0.25,29.91,1770
04/11/2019, 18:55:02,	56.70 ,0.25,30.48,1770
04/11/2019, 18:56:02,	56.21 ,0.25,30.48,1770
04/11/2019, 18:57:02,	56.70 ,0.26,31.04,1770
04/11/2019, 18:58:02,	56.21 ,0.25,30.48,1770
04/11/2019, 18:59:02,	56.21 ,0.25,30.48,1770
04/11/2019, 19:00:02,	56.70 ,0.25,30.48,1770
04/11/2019, 19:01:02,	56.70 ,0.26,31.04,1770
04/11/2019, 19:02:02,	56.21 ,0.26,31.04,1770
04/11/2019, 19:03:02,	56.21 ,0.25,29.91,1770
04/11/2019, 19:04:02,	56.21 ,0.25,30.48,1770
04/11/2019, 19:05:02,	55.72 ,0.25,30.48,1770
04/11/2019, 19:06:03,	56.70 ,0.25,30.48,1770
04/11/2019, 19:07:03,	56.70 ,0.25,30.48,1770
04/11/2019, 19:08:03,	56.70 ,0.25,30.48,1770
04/11/2019, 19:09:03,	56.21 ,0.25,29.91,1770
04/11/2019, 19:10:03,	55.72 ,0.25,30.48,1770
04/11/2019, 19:11:03,	56.21 ,0.25,30.48,1770
04/11/2019, 19:12:03,	55.72 ,0.25,29.91,1770
04/11/2019, 19:13:03,	56.21 ,0.25,29.91,1770
04/11/2019, 19:14:03,	56.21 ,0.25,29.91,1770
04/11/2019, 19:15:03,	56.21 ,0.25,30.48,1740
04/11/2019, 19:16:03,	56.21 ,0.25,29.91,1770
04/11/2019, 19:17:04,	57.18 ,0.25,30.48,1770
04/11/2019, 19:18:04,	56.70 ,0.25,29.91,1770
04/11/2019, 19:19:04,	56.21 ,0.25,30.48,1770
04/11/2019, 19:20:04,	56.21 ,0.25,30.48,1770
04/11/2019, 19:21:04,	56.70 ,0.25,29.91,1770
04/11/2019, 19:22:04,	56.21 ,0.25,30.48,1770
04/11/2019, 19:23:04,	56.21 ,0.25,29.91,1770
04/11/2019, 19:24:04,	56.70 ,0.25,30.48,1770
04/11/2019, 19:25:04,	56.21 ,0.25,30.48,1770
04/11/2019, 19:26:04,	57.18 ,0.24,29.33,1770
04/11/2019, 19:27:05,	56.21 ,0.25,30.48,1770
04/11/2019, 19:28:05,	56.21 ,0.25,30.48,1770
04/11/2019, 19:29:05,	56.21 ,0.25,29.91,1770
04/11/2019, 19:30:05,	55.72 ,0.25,30.48,1770
04/11/2019, 19:31:05,	56.21 ,0.25,30.48,1770
04/11/2019, 19:32:05,	56.21 ,0.25,30.48,1770
04/11/2019, 19:33:05,	55.72 ,0.25,30.48,1770
04/11/2019, 19:34:05,	56.70 ,0.25,29.91,1770
04/11/2019, 19:35:05,	56.21 ,0.25,29.91,1770
04/11/2019, 19:36:05,	55.72 ,0.25,29.91,1770
04/11/2019, 19:37:05,	56.70 ,0.25,30.48,1770
04/11/2019, 19:38:05,	56.21 ,0.25,30.48,1770
04/11/2019, 19:39:06,	55.72 ,0.25,29.91,1770
04/11/2019, 19:40:06,	55.23 ,0.24,29.33,1770
04/11/2019, 19:41:06,	56.21 ,0.25,29.91,1770
04/11/2019, 19:42:06,	56.70 ,0.25,30.48,1770
04/11/2019, 19:43:06,	56.70 ,0.25,30.48,1770
04/11/2019, 19:44:06,	56.21 ,0.25,29.91,1770
04/11/2019, 19:45:06,	56.70 ,0.26,31.04,1770
04/11/2019, 19:46:06,	56.70 ,0.25,29.91,1770
04/11/2019, 19:47:06,	56.21 ,0.25,29.91,1740
04/11/2019, 19:48:06,	56.70 ,0.25,30.48,1770
04/11/2019, 19:49:07,	55.72 ,0.25,29.91,1770
04/11/2019, 19:50:07,	56.21 ,0.25,29.91,1770
04/11/2019, 19:51:07,	56.70 ,0.25,30.48,1770
04/11/2019, 19:52:07,	56.21 ,0.25,30.48,1770
04/11/2019, 19:53:07,	56.70 ,0.25,30.48,1770
04/11/2019, 19:54:07,	56.21 ,0.25,30.48,1770
04/11/2019, 19:55:07,	56.21 ,0.25,30.48,1770
04/11/2019, 19:56:07,	56.21 ,0.24,29.33,1770
04/11/2019, 19:57:07,	56.70 ,0.25,29.91,1770
04/11/2019, 19:58:07,	55.72 ,0.25,29.91,1770
04/11/2019, 19:59:07,	56.21 ,0.25,30.48,1770
04/11/2019, 20:00:07,	56.21 ,0.25,29.91,1770
04/11/2019, 20:01:08,	55.72 ,0.25,29.91,1770
04/11/2019, 20:02:08,	56.70 ,0.25,29.91,1770
04/11/2019, 20:03:08,	55.72 ,0.25,29.91,1770
04/11/2019, 20:04:08,	56.21 ,0.25,29.91,1770
04/11/2019, 20:05:08,	55.72 ,0.25,30.48,1800
04/11/2019, 20:06:08,	57.18 ,0.25,30.48,1770
04/11/2019, 20:07:08,	56.21 ,0.25,29.91,1770
04/11/2019, 20:08:08,	56.70 ,0.25,30.48,1770
04/11/2019, 20:09:08,	56.70 ,0.25,29.91,1770
04/11/2019, 20:10:08,	56.21 ,0.25,30.48,1770
04/11/2019, 20:11:08,   56.70 ,0.24,29.33,1770
04/11/2019, 20:12:09,	57.18 ,0.25,30.48,1770
04/11/2019, 20:13:09,	57.18 ,0.24,29.33,1770
04/11/2019, 20:14:09,	57.18 ,0.25,29.91,1770
04/11/2019, 20:15:09,	56.70 ,0.25,29.91,1770
04/11/2019, 20:16:09,	57.18 ,0.25,30.48,1770
04/11/2019, 20:17:09,	56.21 ,0.25,29.91,1770
04/11/2019, 20:18:09,	56.21 ,0.25,29.91,1770
04/11/2019, 20:19:09,	56.70 ,0.25,29.91,1770
04/11/2019, 20:20:09,	56.21 ,0.25,29.91,1770
04/11/2019, 20:21:09,	56.70 ,0.25,30.48,1770
04/11/2019, 20:22:10,	56.70 ,0.25,30.48,1770
04/11/2019, 20:23:10,	56.70 ,0.25,29.91,1770
04/11/2019, 20:24:10,	56.21 ,0.25,29.91,1770
04/11/2019, 20:25:10,	56.21 ,0.25,29.91,1770
04/11/2019, 20:26:10,	56.70 ,0.25,30.48,1770
04/11/2019, 20:27:10,	56.21 ,0.24,29.33,1770
04/11/2019, 20:28:10,	56.70 ,0.25,30.48,1770
04/11/2019, 20:29:10,	56.70 ,0.24,29.33,1770
04/11/2019, 20:30:10,	56.21 ,0.25,29.91,1770
04/11/2019, 20:31:10,	56.70 ,0.25,29.91,1770
04/11/2019, 20:32:10,	56.21 ,0.24,29.33,1770
04/11/2019, 20:33:11,	56.21 ,0.25,29.91,1770
04/11/2019, 20:34:11,	56.21 ,0.24,29.33,1770
04/11/2019, 20:35:11,	56.21 ,0.25,29.91,1770
04/11/2019, 20:36:11,	55.72 ,0.25,29.91,1770
04/11/2019, 20:37:11,	55.72 ,0.25,30.48,1770
04/11/2019, 20:38:11,	56.21 ,0.25,30.48,1770
04/11/2019, 20:39:11,	56.70 ,0.25,30.48,1770
04/11/2019, 20:40:11,	56.21 ,0.25,29.91,1770
04/11/2019, 20:41:11,	56.21 ,0.25,30.48,1770
04/11/2019, 20:42:11,	56.70 ,0.25,30.48,1770
04/11/2019, 20:43:11,	56.21 ,0.25,30.48,1770
04/11/2019, 20:44:12,	56.21 ,0.25,29.91,1770
04/11/2019, 20:45:12,	56.21 ,0.25,29.91,1770
04/11/2019, 20:46:12,	56.21 ,0.25,29.91,1770
04/11/2019, 20:47:12,	57.18 ,0.25,30.48,1770
04/11/2019, 20:48:12,	56.70 ,0.25,30.48,1770
04/11/2019, 20:49:12,	56.70 ,0.25,30.48,1770
04/11/2019, 20:50:12,	56.21 ,0.26,31.04,1770
04/11/2019, 20:51:12,	57.67 ,0.25,30.48,1770
04/11/2019, 20:52:12,	56.70 ,0.25,29.91,1770
04/11/2019, 20:53:12,	56.70 ,0.25,30.48,1770
04/11/2019, 20:54:12,	56.70 ,0.25,30.48,1770
04/11/2019, 20:55:13,	57.18 ,0.25,29.91,1770
04/11/2019, 20:56:13,	57.18 ,0.25,30.48,1740
04/11/2019, 20:57:13,	56.70 ,0.25,30.48,1770
04/11/2019, 20:58:13,	56.70 ,0.25,30.48,1770
04/11/2019, 20:59:13,	56.70 ,0.25,30.48,1770
04/11/2019, 21:00:13,	57.18 ,0.25,30.48,1770
04/11/2019, 21:01:13,	57.18 ,0.25,30.48,1770
04/11/2019, 21:02:13,	57.67 ,0.25,29.91,1770
04/11/2019, 21:03:13,	57.18 ,0.25,29.91,1770
04/11/2019, 21:04:13,	57.18 ,0.25,29.91,1770
04/11/2019, 21:05:13,	56.70 ,0.25,30.48,1770
04/11/2019, 21:06:14,	56.70 ,0.25,29.91,1770
04/11/2019, 21:07:14,	57.18 ,0.25,30.48,1770
04/11/2019, 21:08:14,	57.18 ,0.24,29.33,1770
04/11/2019, 21:09:14,	56.21 ,0.25,30.48,1740
04/11/2019, 21:10:14,	56.70 ,0.25,30.48,1770
04/11/2019, 21:11:14,	57.18 ,0.25,30.48,1740
04/11/2019, 21:12:14,	57.67 ,0.26,31.04,1770
04/11/2019, 21:13:14,	57.67 ,0.25,29.91,1770
04/11/2019, 21:14:14,	57.18 ,0.25,30.48,1770
04/11/2019, 21:15:14,	57.18 ,0.25,30.48,1770
04/11/2019, 21:16:14,	57.67 ,0.25,30.48,1770
04/11/2019, 21:17:14,	57.18 ,0.25,30.48,1740
04/11/2019, 21:18:15,	56.70 ,0.25,30.48,1770
04/11/2019, 21:19:15,	57.18 ,0.25,29.91,1770
04/11/2019, 21:20:15,	57.67 ,0.26,31.04,1770
04/11/2019, 21:21:15,	57.18 ,0.25,30.48,1770
04/11/2019, 21:22:15,	58.65 ,0.26,31.04,1770
04/11/2019, 21:23:15,	57.67 ,0.25,30.48,1770
04/11/2019, 21:24:15,	57.67 ,0.25,30.48,1740
04/11/2019, 21:25:15,	58.16 ,0.25,30.48,1770
04/11/2019, 21:26:15,	58.65 ,0.26,31.04,1770
04/11/2019, 21:27:15,	58.16 ,0.26,31.04,1770
04/11/2019, 21:28:15,	57.67 ,0.25,29.91,1770
04/11/2019, 21:29:16,	57.67 ,0.25,30.48,1770
04/11/2019, 21:30:16,	57.18 ,0.25,29.91,1770
04/11/2019, 21:31:16,	56.70 ,0.25,30.48,1770
04/11/2019, 21:32:16,	57.18 ,0.25,30.48,1770
04/11/2019, 21:33:16,	57.67 ,0.25,29.91,1770
04/11/2019, 21:34:16,	56.70 ,0.25,30.48,1770
04/11/2019, 21:35:16,	56.70 ,0.25,29.91,1770
04/11/2019, 21:36:16,	58.16 ,0.25,30.48,1770
04/11/2019, 21:37:16,	55.72 ,0.26,31.04,1770
04/11/2019, 21:38:16,	57.67 ,0,0,0
04/11/2019, 21:39:17,	59.63 ,0,0,0
